crop,temp,humid,moisture,cropage,texture,water
areca,17,10,30,C,clay,12
areca,17,10,40,C,clay,10
areca,17,10,50,C,clay,8
areca,17,10,60,C,clay,6
areca,17,10,70,C,clay,4
areca,17,10,80,C,clay,2
areca,17,10,90,C,clay,0
areca,17,20,0,C,clay,17
areca,17,20,10,C,clay,15
areca,17,20,20,C,clay,13
areca,17,20,30,C,clay,11
areca,17,20,40,C,clay,9
areca,17,20,50,C,clay,7
areca,17,20,60,C,clay,5
areca,17,20,70,C,clay,3
areca,17,20,80,C,clay,1
areca,17,20,90,C,clay,0
areca,17,30,0,C,clay,16
areca,17,30,10,C,clay,14
areca,17,30,20,C,clay,12
areca,17,30,30,C,clay,10
areca,17,30,40,C,clay,8
areca,17,30,50,C,clay,6
areca,17,30,60,C,clay,4
areca,17,30,70,C,clay,2
areca,17,30,80,C,clay,0
areca,17,30,90,C,clay,0
areca,17,40,0,C,clay,15
areca,17,40,10,C,clay,13
areca,17,40,20,C,clay,11
areca,17,40,30,C,clay,9
areca,17,40,40,C,clay,7
areca,17,40,50,C,clay,5
areca,17,40,60,C,clay,3
areca,17,40,70,C,clay,1
areca,17,40,80,C,clay,0
areca,17,40,90,C,clay,0
areca,17,50,0,C,clay,14
areca,17,50,10,C,clay,12
areca,17,50,20,C,clay,10
areca,17,50,30,C,clay,8
areca,17,50,40,C,clay,6
areca,17,50,50,C,clay,4
areca,17,50,60,C,clay,2
areca,17,50,70,C,clay,0
areca,17,50,80,C,clay,0
areca,17,50,90,C,clay,0
areca,17,60,0,C,clay,13
areca,17,60,10,C,clay,11
areca,17,60,20,C,clay,9
areca,17,60,30,C,clay,7
areca,17,60,40,C,clay,5
areca,17,60,50,C,clay,3
areca,17,60,60,C,clay,1
areca,17,60,70,C,clay,0
areca,17,60,80,C,clay,0
areca,17,60,90,C,clay,0
areca,17,70,0,C,clay,12
areca,17,70,10,C,clay,10
areca,17,70,20,C,clay,8
areca,17,70,30,C,clay,6
areca,17,70,40,C,clay,4
areca,17,70,50,C,clay,2
areca,17,70,60,C,clay,0
areca,17,70,70,C,clay,0
areca,17,70,80,C,clay,0
areca,17,70,90,C,clay,0
areca,17,80,0,C,clay,11
areca,17,80,10,C,clay,9
areca,17,80,20,C,clay,7
areca,17,80,30,C,clay,5
areca,17,80,40,C,clay,3
areca,17,80,50,C,clay,1
areca,17,80,60,C,clay,0
areca,17,80,70,C,clay,0
areca,17,80,80,C,clay,0
areca,17,80,90,C,clay,0
areca,17,90,0,C,clay,10
areca,17,90,10,C,clay,8
areca,17,90,20,C,clay,6
areca,17,90,30,C,clay,4
areca,17,90,40,C,clay,2
areca,17,90,50,C,clay,0
areca,17,90,60,C,clay,0
areca,17,90,70,C,clay,0
areca,17,90,80,C,clay,0
areca,17,90,90,C,clay,0
areca,18,0,0,C,clay,20
areca,18,0,10,C,clay,18
areca,18,0,20,C,clay,16
areca,18,0,30,C,clay,14
areca,18,0,40,C,clay,12
areca,18,0,50,C,clay,10
areca,18,0,60,C,clay,8
areca,18,0,70,C,clay,6
areca,18,0,80,C,clay,4
areca,18,0,90,C,clay,2
areca,18,10,0,C,clay,19
areca,18,10,10,C,clay,17
areca,18,10,20,C,clay,15
areca,18,10,30,C,clay,13
areca,18,10,40,C,clay,11
areca,18,10,50,C,clay,9
areca,18,10,60,C,clay,7
areca,18,10,70,C,clay,5
areca,18,10,80,C,clay,3
areca,18,10,90,C,clay,1
areca,18,20,0,C,clay,18
areca,18,20,10,C,clay,16
areca,18,20,20,C,clay,14
areca,18,20,30,C,clay,12
areca,18,20,40,C,clay,10
areca,18,20,50,C,clay,8
areca,18,20,60,C,clay,6
areca,18,20,70,C,clay,4
areca,18,20,80,C,clay,2
areca,18,20,90,C,clay,0
areca,18,30,0,C,clay,17
areca,18,30,10,C,clay,15
areca,18,30,20,C,clay,13
areca,18,30,30,C,clay,11
areca,18,30,40,C,clay,9
areca,18,30,50,C,clay,7
areca,18,30,60,C,clay,5
areca,18,30,70,C,clay,3
areca,18,30,80,C,clay,1
areca,18,30,90,C,clay,0
areca,18,40,0,C,clay,16
areca,18,40,10,C,clay,14
areca,18,40,20,C,clay,12
areca,18,40,30,C,clay,10
areca,18,40,40,C,clay,8
areca,18,40,50,C,clay,6
areca,18,40,60,C,clay,4
areca,18,40,70,C,clay,2
areca,18,40,80,C,clay,0
areca,18,40,90,C,clay,0
areca,18,50,0,C,clay,15
areca,18,50,10,C,clay,13
areca,18,50,20,C,clay,11
areca,18,50,30,C,clay,9
areca,18,50,40,C,clay,7
areca,18,50,50,C,clay,5
areca,18,50,60,C,clay,3
areca,18,50,70,C,clay,1
areca,18,50,80,C,clay,0
areca,18,50,90,C,clay,0
areca,18,60,0,C,clay,14
areca,18,60,10,C,clay,12
areca,18,60,20,C,clay,10
areca,18,60,30,C,clay,8
areca,18,60,40,C,clay,6
areca,18,60,50,C,clay,4
areca,18,60,60,C,clay,2
areca,18,60,70,C,clay,0
areca,18,60,80,C,clay,0
areca,18,60,90,C,clay,0
areca,18,70,0,C,clay,13
areca,18,70,10,C,clay,11
areca,18,70,20,C,clay,9
areca,18,70,30,C,clay,7
areca,18,70,40,C,clay,5
areca,18,70,50,C,clay,3
areca,18,70,60,C,clay,1
areca,18,70,70,C,clay,0
areca,18,70,80,C,clay,0
areca,18,70,90,C,clay,0
areca,18,80,0,C,clay,12
areca,18,80,10,C,clay,10
areca,18,80,20,C,clay,8
areca,18,80,30,C,clay,6
areca,18,80,40,C,clay,4
areca,18,80,50,C,clay,2
areca,18,80,60,C,clay,0
areca,18,80,70,C,clay,0
areca,18,80,80,C,clay,0
areca,18,80,90,C,clay,0
areca,18,90,0,C,clay,11
areca,18,90,10,C,clay,9
areca,18,90,20,C,clay,7
areca,18,90,30,C,clay,5
areca,18,90,40,C,clay,3
areca,18,90,50,C,clay,1
areca,18,90,60,C,clay,0
areca,18,90,70,C,clay,0
areca,18,90,80,C,clay,0
areca,18,90,90,C,clay,0
areca,19,0,0,C,clay,21
areca,19,0,10,C,clay,19
areca,19,0,20,C,clay,17
areca,19,0,30,C,clay,15
areca,19,0,40,C,clay,13
areca,19,0,50,C,clay,11
areca,19,0,60,C,clay,9
areca,19,0,70,C,clay,7
areca,19,0,80,C,clay,5
areca,19,0,90,C,clay,3
areca,19,10,0,C,clay,20
areca,19,10,10,C,clay,18
areca,19,10,20,C,clay,16
areca,19,10,30,C,clay,14
areca,19,10,40,C,clay,12
areca,19,10,50,C,clay,10
areca,19,10,60,C,clay,8
areca,19,10,70,C,clay,6
areca,19,10,80,C,clay,4
areca,19,10,90,C,clay,2
areca,19,20,0,C,clay,19
areca,19,20,10,C,clay,17
areca,19,20,20,C,clay,15
areca,19,20,30,C,clay,13
areca,19,20,40,C,clay,11
areca,19,20,50,C,clay,9
areca,19,20,60,C,clay,7
areca,19,20,70,C,clay,5
areca,19,20,80,C,clay,3
areca,19,20,90,C,clay,1
areca,19,30,0,C,clay,18
areca,19,30,10,C,clay,16
areca,19,30,20,C,clay,14
areca,19,30,30,C,clay,12
areca,19,30,40,C,clay,10
areca,19,30,50,C,clay,8
areca,19,30,60,C,clay,6
areca,19,30,70,C,clay,4
areca,19,30,80,C,clay,2
areca,19,30,90,C,clay,0
areca,19,40,0,C,clay,17
areca,19,40,10,C,clay,15
areca,19,40,20,C,clay,13
areca,19,40,30,C,clay,11
areca,19,40,40,C,clay,9
areca,19,40,50,C,clay,7
areca,19,40,60,C,clay,5
areca,19,40,70,C,clay,3
areca,19,40,80,C,clay,1
areca,19,40,90,C,clay,0
areca,19,50,0,C,clay,16
areca,19,50,10,C,clay,14
areca,19,50,20,C,clay,12
areca,19,50,30,C,clay,10
areca,19,50,40,C,clay,8
areca,19,50,50,C,clay,6
areca,19,50,60,C,clay,4
areca,19,50,70,C,clay,2
areca,19,50,80,C,clay,0
areca,19,50,90,C,clay,0
areca,19,60,0,C,clay,15
areca,19,60,10,C,clay,13
areca,19,60,20,C,clay,11
areca,19,60,30,C,clay,9
areca,19,60,40,C,clay,7
areca,19,60,50,C,clay,5
areca,19,60,60,C,clay,3
areca,19,60,70,C,clay,1
areca,19,60,80,C,clay,0
areca,19,60,90,C,clay,0
areca,19,70,0,C,clay,14
areca,19,70,10,C,clay,12
areca,19,70,20,C,clay,10
areca,19,70,30,C,clay,8
areca,19,70,40,C,clay,6
areca,19,70,50,C,clay,4
areca,19,70,60,C,clay,2
areca,19,70,70,C,clay,0
areca,19,70,80,C,clay,0
areca,19,70,90,C,clay,0
areca,19,80,0,C,clay,13
areca,19,80,10,C,clay,11
areca,19,80,20,C,clay,9
areca,19,80,30,C,clay,7
areca,19,80,40,C,clay,5
areca,19,80,50,C,clay,3
areca,19,80,60,C,clay,1
areca,19,80,70,C,clay,0
areca,19,80,80,C,clay,0
areca,19,80,90,C,clay,0
areca,19,90,0,C,clay,12
areca,19,90,10,C,clay,10
areca,19,90,20,C,clay,8
areca,19,90,30,C,clay,6
areca,19,90,40,C,clay,4
areca,19,90,50,C,clay,2
areca,19,90,60,C,clay,0
areca,19,90,70,C,clay,0
areca,19,90,80,C,clay,0
areca,19,90,90,C,clay,0
areca,20,0,0,C,clay,22
areca,20,0,10,C,clay,20
areca,20,0,20,C,clay,18
areca,20,0,30,C,clay,16
areca,20,0,40,C,clay,14
areca,20,0,50,C,clay,12
areca,20,0,60,C,clay,10
areca,20,0,70,C,clay,8
areca,20,0,80,C,clay,6
areca,20,0,90,C,clay,4
areca,20,10,0,C,clay,21
areca,20,10,10,C,clay,19
areca,20,10,20,C,clay,17
areca,20,10,30,C,clay,15
areca,20,10,40,C,clay,13
areca,20,10,50,C,clay,11
areca,20,10,60,C,clay,9
areca,20,10,70,C,clay,7
areca,20,10,80,C,clay,5
areca,20,10,90,C,clay,3
areca,20,20,0,C,clay,20
areca,20,20,10,C,clay,18
areca,20,20,20,C,clay,16
areca,20,20,30,C,clay,14
areca,20,20,40,C,clay,12
areca,20,20,50,C,clay,10
areca,20,20,60,C,clay,8
areca,20,20,70,C,clay,6
areca,20,20,80,C,clay,4
areca,20,20,90,C,clay,2
areca,20,30,0,C,clay,19
areca,20,30,10,C,clay,17
areca,20,30,20,C,clay,15
areca,20,30,30,C,clay,13
areca,20,30,40,C,clay,11
areca,20,30,50,C,clay,9
areca,20,30,60,C,clay,7
areca,20,30,70,C,clay,5
areca,20,30,80,C,clay,3
areca,20,30,90,C,clay,1
areca,20,40,0,C,clay,18
areca,20,40,10,C,clay,16
areca,20,40,20,C,clay,14
areca,20,40,30,C,clay,12
areca,20,40,40,C,clay,10
areca,20,40,50,C,clay,8
areca,20,40,60,C,clay,6
areca,20,40,70,C,clay,4
areca,20,40,80,C,clay,2
areca,20,40,90,C,clay,0
areca,20,50,0,C,clay,17
areca,20,50,10,C,clay,15
areca,20,50,20,C,clay,13
areca,20,50,30,C,clay,11
areca,20,50,40,C,clay,9
areca,20,50,50,C,clay,7
areca,20,50,60,C,clay,5
areca,20,50,70,C,clay,3
areca,20,50,80,C,clay,1
areca,20,50,90,C,clay,0
areca,20,60,0,C,clay,16
areca,20,60,10,C,clay,14
areca,20,60,20,C,clay,12
areca,20,60,30,C,clay,10
areca,20,60,40,C,clay,8
areca,20,60,50,C,clay,6
areca,20,60,60,C,clay,4
areca,20,60,70,C,clay,2
areca,20,60,80,C,clay,0
areca,20,60,90,C,clay,0
areca,20,70,0,C,clay,15
areca,20,70,10,C,clay,13
areca,20,70,20,C,clay,11
areca,20,70,30,C,clay,9
areca,20,70,40,C,clay,7
areca,20,70,50,C,clay,5
areca,20,70,60,C,clay,3
areca,20,70,70,C,clay,1
areca,20,70,80,C,clay,0
areca,20,70,90,C,clay,0
areca,20,80,0,C,clay,14
areca,20,80,10,C,clay,12
areca,20,80,20,C,clay,10
areca,20,80,30,C,clay,8
areca,20,80,40,C,clay,6
areca,20,80,50,C,clay,4
areca,20,80,60,C,clay,2
areca,20,80,70,C,clay,0
areca,20,80,80,C,clay,0
areca,20,80,90,C,clay,0
areca,20,90,0,C,clay,13
areca,20,90,10,C,clay,11
areca,20,90,20,C,clay,9
areca,20,90,30,C,clay,7
areca,20,90,40,C,clay,5
areca,20,90,50,C,clay,3
areca,20,90,60,C,clay,1
areca,20,90,70,C,clay,0
areca,20,90,80,C,clay,0
areca,20,90,90,C,clay,0
areca,21,0,0,C,clay,23
areca,21,0,10,C,clay,21
areca,21,0,20,C,clay,19
areca,21,0,30,C,clay,17
areca,21,0,40,C,clay,15
areca,21,0,50,C,clay,13
areca,21,0,60,C,clay,11
areca,21,0,70,C,clay,9
areca,21,0,80,C,clay,7
areca,21,0,90,C,clay,5
areca,21,10,0,C,clay,22
areca,21,10,10,C,clay,20
areca,21,10,20,C,clay,18
areca,21,10,30,C,clay,16
areca,21,10,40,C,clay,14
areca,21,10,50,C,clay,12
areca,21,10,60,C,clay,10
areca,21,10,70,C,clay,8
areca,21,10,80,C,clay,6
areca,21,10,90,C,clay,4
areca,21,20,0,C,clay,21
areca,21,20,10,C,clay,19
areca,21,20,20,C,clay,17
areca,21,20,30,C,clay,15
areca,21,20,40,C,clay,13
areca,21,20,50,C,clay,11
areca,21,20,60,C,clay,9
areca,21,20,70,C,clay,7
areca,21,20,80,C,clay,5
areca,21,20,90,C,clay,3
areca,21,30,0,C,clay,20
areca,21,30,10,C,clay,18
areca,21,30,20,C,clay,16
areca,21,30,30,C,clay,14
areca,21,30,40,C,clay,12
areca,21,30,50,C,clay,10
areca,21,30,60,C,clay,8
areca,21,30,70,C,clay,6
areca,21,30,80,C,clay,4
areca,21,30,90,C,clay,2
areca,21,40,0,C,clay,19
areca,21,40,10,C,clay,17
areca,21,40,20,C,clay,15
areca,21,40,30,C,clay,13
areca,21,40,40,C,clay,11
areca,21,40,50,C,clay,9
areca,21,40,60,C,clay,7
areca,21,40,70,C,clay,5
areca,21,40,80,C,clay,3
areca,21,40,90,C,clay,1
areca,21,50,0,C,clay,18
areca,21,50,10,C,clay,16
areca,21,50,20,C,clay,14
areca,21,50,30,C,clay,12
areca,21,50,40,C,clay,10
areca,21,50,50,C,clay,8
areca,21,50,60,C,clay,6
areca,21,50,70,C,clay,4
areca,21,50,80,C,clay,2
areca,21,50,90,C,clay,0
areca,21,60,0,C,clay,17
areca,21,60,10,C,clay,15
areca,21,60,20,C,clay,13
areca,21,60,30,C,clay,11
areca,21,60,40,C,clay,9
areca,21,60,50,C,clay,7
areca,21,60,60,C,clay,5
areca,21,60,70,C,clay,3
areca,21,60,80,C,clay,1
areca,21,60,90,C,clay,0
areca,21,70,0,C,clay,16
areca,21,70,10,C,clay,14
areca,21,70,20,C,clay,12
areca,21,70,30,C,clay,10
areca,21,70,40,C,clay,8
areca,21,70,50,C,clay,6
areca,21,70,60,C,clay,4
areca,21,70,70,C,clay,2
areca,21,70,80,C,clay,0
areca,21,70,90,C,clay,0
areca,21,80,0,C,clay,15
areca,21,80,10,C,clay,13
areca,21,80,20,C,clay,11
areca,21,80,30,C,clay,9
areca,21,80,40,C,clay,7
areca,21,80,50,C,clay,5
areca,21,80,60,C,clay,3
areca,21,80,70,C,clay,1
areca,21,80,80,C,clay,0
areca,21,80,90,C,clay,0
areca,21,90,0,C,clay,14
areca,21,90,10,C,clay,12
areca,21,90,20,C,clay,10
areca,21,90,30,C,clay,8
areca,21,90,40,C,clay,6
areca,21,90,50,C,clay,4
areca,21,90,60,C,clay,2
areca,21,90,70,C,clay,0
areca,21,90,80,C,clay,0
areca,21,90,90,C,clay,0
areca,22,0,0,C,clay,24
areca,22,0,10,C,clay,22
areca,22,0,20,C,clay,20
areca,22,0,30,C,clay,18
areca,22,0,40,C,clay,16
areca,22,0,50,C,clay,14
areca,22,0,60,C,clay,12
areca,22,0,70,C,clay,10
areca,22,0,80,C,clay,8
areca,22,0,90,C,clay,6
areca,22,10,0,C,clay,23
areca,22,10,10,C,clay,21
areca,22,10,20,C,clay,19
areca,22,10,30,C,clay,17
areca,22,10,40,C,clay,15
areca,22,10,50,C,clay,13
areca,22,10,60,C,clay,11
areca,22,10,70,C,clay,9
areca,22,10,80,C,clay,7
areca,22,10,90,C,clay,5
areca,22,20,0,C,clay,22
areca,22,20,10,C,clay,20
areca,22,20,20,C,clay,18
areca,22,20,30,C,clay,16
areca,22,20,40,C,clay,14
areca,22,20,50,C,clay,12
areca,22,20,60,C,clay,10
areca,22,20,70,C,clay,8
areca,22,20,80,C,clay,6
areca,22,20,90,C,clay,4
areca,22,30,0,C,clay,21
areca,22,30,10,C,clay,19
areca,22,30,20,C,clay,17
areca,22,30,30,C,clay,15
areca,22,30,40,C,clay,13
areca,22,30,50,C,clay,11
areca,22,30,60,C,clay,9
areca,22,30,70,C,clay,7
areca,22,30,80,C,clay,5
areca,22,30,90,C,clay,3
areca,22,40,0,C,clay,20
areca,22,40,10,C,clay,18
areca,22,40,20,C,clay,16
areca,22,40,30,C,clay,14
areca,22,40,40,C,clay,12
areca,22,40,50,C,clay,10
areca,22,40,60,C,clay,8
areca,22,40,70,C,clay,6
areca,22,40,80,C,clay,4
areca,22,40,90,C,clay,2
areca,22,50,0,C,clay,19
areca,22,50,10,C,clay,17
areca,22,50,20,C,clay,15
areca,22,50,30,C,clay,13
areca,22,50,40,C,clay,11
areca,22,50,50,C,clay,9
areca,22,50,60,C,clay,7
areca,22,50,70,C,clay,5
areca,22,50,80,C,clay,3
areca,22,50,90,C,clay,1
areca,22,60,0,C,clay,18
areca,22,60,10,C,clay,16
areca,22,60,20,C,clay,14
areca,22,60,30,C,clay,12
areca,22,60,40,C,clay,10
areca,22,60,50,C,clay,8
areca,22,60,60,C,clay,6
areca,22,60,70,C,clay,4
areca,22,60,80,C,clay,2
areca,22,60,90,C,clay,0
areca,22,70,0,C,clay,17
areca,22,70,10,C,clay,15
areca,22,70,20,C,clay,13
areca,22,70,30,C,clay,11
areca,22,70,40,C,clay,9
areca,22,70,50,C,clay,7
areca,22,70,60,C,clay,5
areca,22,70,70,C,clay,3
areca,22,70,80,C,clay,1
areca,22,70,90,C,clay,0
areca,22,80,0,C,clay,16
areca,22,80,10,C,clay,14
areca,22,80,20,C,clay,12
areca,22,80,30,C,clay,10
areca,22,80,40,C,clay,8
areca,22,80,50,C,clay,6
areca,22,80,60,C,clay,4
areca,22,80,70,C,clay,2
areca,22,80,80,C,clay,0
areca,22,80,90,C,clay,0
areca,22,90,0,C,clay,15
areca,22,90,10,C,clay,13
areca,22,90,20,C,clay,11
areca,22,90,30,C,clay,9
areca,22,90,40,C,clay,7
areca,22,90,50,C,clay,5
areca,22,90,60,C,clay,3
areca,22,90,70,C,clay,1
areca,22,90,80,C,clay,0
areca,22,90,90,C,clay,0
areca,23,0,0,C,clay,25
areca,23,0,10,C,clay,23
areca,23,0,20,C,clay,21
areca,23,0,30,C,clay,19
areca,23,0,40,C,clay,17
areca,23,0,50,C,clay,15
areca,23,0,60,C,clay,13
areca,23,0,70,C,clay,11
areca,23,0,80,C,clay,9
areca,23,0,90,C,clay,7
areca,23,10,0,C,clay,24
areca,23,10,10,C,clay,22
areca,23,10,20,C,clay,20
areca,23,10,30,C,clay,18
areca,23,10,40,C,clay,16
areca,23,10,50,C,clay,14
areca,23,10,60,C,clay,12
areca,23,10,70,C,clay,10
areca,23,10,80,C,clay,8
areca,23,10,90,C,clay,6
areca,23,20,0,C,clay,23
areca,23,20,10,C,clay,21
areca,23,20,20,C,clay,19
areca,23,20,30,C,clay,17
areca,23,20,40,C,clay,15
areca,23,20,50,C,clay,13
areca,23,20,60,C,clay,11
areca,23,20,70,C,clay,9
areca,23,20,80,C,clay,7
areca,23,20,90,C,clay,5
areca,23,30,0,C,clay,22
areca,23,30,10,C,clay,20
areca,23,30,20,C,clay,18
areca,23,30,30,C,clay,16
areca,23,30,40,C,clay,14
areca,23,30,50,C,clay,12
areca,23,30,60,C,clay,10
areca,23,30,70,C,clay,8
areca,23,30,80,C,clay,6
areca,23,30,90,C,clay,4
areca,23,40,0,C,clay,21
areca,23,40,10,C,clay,19
areca,23,40,20,C,clay,17
areca,23,40,30,C,clay,15
areca,23,40,40,C,clay,13
areca,23,40,50,C,clay,11
areca,23,40,60,C,clay,9
areca,23,40,70,C,clay,7
areca,23,40,80,C,clay,5
areca,23,40,90,C,clay,3
areca,23,50,0,C,clay,20
areca,23,50,10,C,clay,18
areca,23,50,20,C,clay,16
areca,23,50,30,C,clay,14
areca,23,50,40,C,clay,12
areca,23,50,50,C,clay,10
areca,23,50,60,C,clay,8
areca,23,50,70,C,clay,6
areca,23,50,80,C,clay,4
areca,23,50,90,C,clay,2
areca,23,60,0,C,clay,19
areca,23,60,10,C,clay,17
areca,23,60,20,C,clay,15
areca,23,60,30,C,clay,13
areca,23,60,40,C,clay,11
areca,23,60,50,C,clay,9
areca,23,60,60,C,clay,7
areca,23,60,70,C,clay,5
areca,23,60,80,C,clay,3
areca,23,60,90,C,clay,1
areca,23,70,0,C,clay,18
areca,23,70,10,C,clay,16
areca,23,70,20,C,clay,14
areca,23,70,30,C,clay,12
areca,23,70,40,C,clay,10
areca,23,70,50,C,clay,8
areca,23,70,60,C,clay,6
areca,23,70,70,C,clay,4
areca,23,70,80,C,clay,2
areca,23,70,90,C,clay,0
areca,23,80,0,C,clay,17
areca,23,80,10,C,clay,15
areca,23,80,20,C,clay,13
areca,23,80,30,C,clay,11
areca,23,80,40,C,clay,9
areca,23,80,50,C,clay,7
areca,23,80,60,C,clay,5
areca,23,80,70,C,clay,3
areca,23,80,80,C,clay,1
areca,23,80,90,C,clay,0
areca,23,90,0,C,clay,16
areca,23,90,10,C,clay,14
areca,23,90,20,C,clay,12
areca,23,90,30,C,clay,10
areca,23,90,40,C,clay,8
areca,23,90,50,C,clay,6
areca,23,90,60,C,clay,4
areca,23,90,70,C,clay,2
areca,23,90,80,C,clay,0
areca,23,90,90,C,clay,0
areca,24,0,0,C,clay,26
areca,24,0,10,C,clay,24
areca,24,0,20,C,clay,22
areca,24,0,30,C,clay,20
areca,24,0,40,C,clay,18
areca,24,0,50,C,clay,16
areca,24,0,60,C,clay,14
areca,24,0,70,C,clay,12
areca,24,0,80,C,clay,10
areca,24,0,90,C,clay,8
areca,24,10,0,C,clay,25
areca,24,10,10,C,clay,23
areca,24,10,20,C,clay,21
areca,24,10,30,C,clay,19
areca,24,10,40,C,clay,17
areca,24,10,50,C,clay,15
areca,24,10,60,C,clay,13
areca,24,10,70,C,clay,11
areca,24,10,80,C,clay,9
areca,24,10,90,C,clay,7
areca,24,20,0,C,clay,24
areca,24,20,10,C,clay,22
areca,24,20,20,C,clay,20
areca,24,20,30,C,clay,18
areca,24,20,40,C,clay,16
areca,24,20,50,C,clay,14
areca,24,20,60,C,clay,12
areca,24,20,70,C,clay,10
areca,24,20,80,C,clay,8
areca,24,20,90,C,clay,6
areca,24,30,0,C,clay,23
areca,24,30,10,C,clay,21
areca,24,30,20,C,clay,19
areca,24,30,30,C,clay,17
areca,24,30,40,C,clay,15
areca,24,30,50,C,clay,13
areca,24,30,60,C,clay,11
areca,24,30,70,C,clay,9
areca,24,30,80,C,clay,7
areca,24,30,90,C,clay,5
areca,24,40,0,C,clay,22
areca,24,40,10,C,clay,20
areca,24,40,20,C,clay,18
areca,24,40,30,C,clay,16
areca,24,40,40,C,clay,14
areca,24,40,50,C,clay,12
areca,24,40,60,C,clay,10
areca,24,40,70,C,clay,8
areca,24,40,80,C,clay,6
areca,24,40,90,C,clay,4
areca,24,50,0,C,clay,21
areca,24,50,10,C,clay,19
areca,24,50,20,C,clay,17
areca,24,50,30,C,clay,15
areca,24,50,40,C,clay,13
areca,24,50,50,C,clay,11
areca,24,50,60,C,clay,9
areca,24,50,70,C,clay,7
areca,24,50,80,C,clay,5
areca,24,50,90,C,clay,3
areca,24,60,0,C,clay,20
areca,24,60,10,C,clay,18
areca,24,60,20,C,clay,16
areca,24,60,30,C,clay,14
areca,24,60,40,C,clay,12
areca,24,60,50,C,clay,10
areca,24,60,60,C,clay,8
areca,24,60,70,C,clay,6
areca,24,60,80,C,clay,4
areca,24,60,90,C,clay,2
areca,24,70,0,C,clay,19
areca,24,70,10,C,clay,17
areca,24,70,20,C,clay,15
areca,24,70,30,C,clay,13
areca,24,70,40,C,clay,11
areca,24,70,50,C,clay,9
areca,24,70,60,C,clay,7
areca,24,70,70,C,clay,5
areca,24,70,80,C,clay,3
areca,24,70,90,C,clay,1
areca,24,80,0,C,clay,18
areca,24,80,10,C,clay,16
areca,24,80,20,C,clay,14
areca,24,80,30,C,clay,12
areca,24,80,40,C,clay,10
areca,24,80,50,C,clay,8
areca,24,80,60,C,clay,6
areca,24,80,70,C,clay,4
areca,24,80,80,C,clay,2
areca,24,80,90,C,clay,0
areca,24,90,0,C,clay,17
areca,24,90,10,C,clay,15
areca,24,90,20,C,clay,13
areca,24,90,30,C,clay,11
areca,24,90,40,C,clay,9
areca,24,90,50,C,clay,7
areca,24,90,60,C,clay,5
areca,24,90,70,C,clay,3
areca,24,90,80,C,clay,1
areca,24,90,90,C,clay,0
areca,25,0,0,C,clay,27
areca,25,0,10,C,clay,25
areca,25,0,20,C,clay,23
areca,25,0,30,C,clay,21
areca,25,0,40,C,clay,19
areca,25,0,50,C,clay,17
areca,25,0,60,C,clay,15
areca,25,0,70,C,clay,13
areca,25,0,80,C,clay,11
areca,25,0,90,C,clay,9
areca,25,10,0,C,clay,26
areca,25,10,10,C,clay,24
areca,25,10,20,C,clay,22
areca,25,10,30,C,clay,20
areca,25,10,40,C,clay,18
areca,25,10,50,C,clay,16
areca,25,10,60,C,clay,14
areca,25,10,70,C,clay,12
areca,25,10,80,C,clay,10
areca,25,10,90,C,clay,8
areca,25,20,0,C,clay,25
areca,25,20,10,C,clay,23
areca,25,20,20,C,clay,21
areca,25,20,30,C,clay,19
areca,25,20,40,C,clay,17
areca,25,20,50,C,clay,15
areca,25,20,60,C,clay,13
areca,25,20,70,C,clay,11
areca,25,20,80,C,clay,9
areca,25,20,90,C,clay,7
areca,25,30,0,C,clay,24
areca,25,30,10,C,clay,22
areca,25,30,20,C,clay,20
areca,25,30,30,C,clay,18
areca,25,30,40,C,clay,16
areca,25,30,50,C,clay,14
areca,25,30,60,C,clay,12
areca,25,30,70,C,clay,10
areca,25,30,80,C,clay,8
areca,25,30,90,C,clay,6
areca,25,40,0,C,clay,23
areca,25,40,10,C,clay,21
areca,25,40,20,C,clay,19
areca,25,40,30,C,clay,17
areca,25,40,40,C,clay,15
areca,25,40,50,C,clay,13
areca,25,40,60,C,clay,11
areca,25,40,70,C,clay,9
areca,25,40,80,C,clay,7
areca,25,40,90,C,clay,5
areca,25,50,0,C,clay,22
areca,25,50,10,C,clay,20
areca,25,50,20,C,clay,18
areca,25,50,30,C,clay,16
areca,25,50,40,C,clay,14
areca,25,50,50,C,clay,12
areca,25,50,60,C,clay,10
areca,25,50,70,C,clay,8
areca,25,50,80,C,clay,6
areca,25,50,90,C,clay,4
areca,25,60,0,C,clay,21
areca,25,60,10,C,clay,19
areca,25,60,20,C,clay,17
areca,25,60,30,C,clay,15
areca,25,60,40,C,clay,13
areca,25,60,50,C,clay,11
areca,25,60,60,C,clay,9
areca,25,60,70,C,clay,7
areca,25,60,80,C,clay,5
areca,25,60,90,C,clay,3
areca,25,70,0,C,clay,20
areca,25,70,10,C,clay,18
areca,25,70,20,C,clay,16
areca,25,70,30,C,clay,14
areca,25,70,40,C,clay,12
areca,25,70,50,C,clay,10
areca,25,70,60,C,clay,8
areca,25,70,70,C,clay,6
areca,25,70,80,C,clay,4
areca,25,70,90,C,clay,2
areca,25,80,0,C,clay,19
areca,25,80,10,C,clay,17
areca,25,80,20,C,clay,15
areca,25,80,30,C,clay,13
areca,25,80,40,C,clay,11
areca,25,80,50,C,clay,9
